id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7.95542E+17,Victorian Mansion on Washington Park,493882819,Terra,I,NINTH WARD,42.656329,-73.7752048,Private room,,1,5,18-08-2024,0.38,6,0,4,
7.96231E+17,Washington Park Inn - Room 4,493882819,Terra,I,NINTH WARD,42.65582,-73.77541,Private room,127,1,10,30-06-2024,0.73,6,344,8,
7.97455E+17,Albany Medical/colleges/Downtown Albany/Green ROOM,89705052,Share,J,TENTH WARD,42.65741,-73.78034,Private room,60,2,11,03-04-2024,0.56,4,87,4,
7.98715E+17,Cozy 1st Floor Apartment near the NYS Museum,491607190,Abba,F,SIXTH WARD,42.65038,-73.76664,Entire home/apt,115,1,9,04-08-2024,0.47,2,25,6,
8.02217E+17,Washington Park Inn - Room 6,493882819,Terra,F,SIXTH WARD,42.65751,-73.77409,Private room,127,1,5,10-02-2024,0.38,6,347,2,
8.03605E+17,3br/2ba Near Alb Med & St.Petes.,21886921,David,N,FOURTEENTH WARD,42.66691,-73.79338,Entire home/apt,125,14,2,19-06-2024,0.14,2,318,1,
8.03682E+17,Modern and Cozy Pine Hills Home from Early 1900s,265709295,Richard & Priscela,M,THIRTEENTH WARD,42.6702921,-73.7907283,Entire home/apt,181,1,7,09-06-2024,1.27,2,350,7,
8.03814E+17,Washington Park Inn - Room 5,493882819,Terra,I,NINTH WARD,42.656329,-73.775205,Private room,127,1,5,07-07-2024,0.36,6,352,2,
8.03868E+17,Washington Park Inn - Room 1,493882819,Terra,I,NINTH WARD,42.656329,-73.775205,Private room,127,1,8,09-06-2024,0.58,6,346,4,
8.06768E+17,& Modern Luxury Cottage in Central ALB,110453341,Alexis,E,FIFTH WARD,42.6684126,-73.7684199,Entire home/apt,103,1,32,21-08-2024,1.64,1,269,15,
8.09525E+17,Two bedroom apartment near hospitals pet friendly,172658781,Jessica,I,NINTH WARD,42.65613972,-73.79212238,Entire home/apt,90,30,0,,,3,112,0,
8.1364E+17,The front room w/ TV and king size bed,116935236,Fs,M,THIRTEENTH WARD,42.67143615,-73.7903255,Private room,55,2,11,19-08-2024,0.83,4,354,7,
8.16085E+17,Cozy Apartment across the Park,37769478,Erion,F,SIXTH WARD,42.65258,-73.76917,Entire home/apt,80,1,30,09-04-2024,1.56,10,278,14,
8.21566E+17,COMFY Room/w Private BATH + TV,177073982,Cristian,N,FOURTEENTH WARD,42.66109,-73.80479,Private room,55,2,3,30-11-2023,0.16,2,246,1,
8.23276E+17,Cozy Home 5 Minute Walk to Albany Medical Center,500360485,Manjano,F,SIXTH WARD,42.65184046,-73.77073691,Entire home/apt,,7,0,,,1,0,0,
8.26302E+17,2 br apt 2 min walk to albanymed offstreet parking,484673863,Blossom Estates,I,NINTH WARD,42.65613,-73.77469,Entire home/apt,111,1,17,28-01-2024,0.9,2,270,2,
8.31123E+17,Boho-Chic Cape Conveniently Located,210596861,Craig,O,FIFTEENTH WARD,42.67076,-73.82612,Entire home/apt,214,2,73,02-09-2024,4.03,1,101,45,
8.41524E+17,Mellow Cove,462042479,Natasha,F,SIXTH WARD,42.66007584,-73.76976949,Entire home/apt,120,3,6,09-07-2024,0.49,2,361,5,
8.41524E+17,Cozy Cove Away From Home,462042479,Natasha,F,SIXTH WARD,42.65987,-73.77025,Entire home/apt,120,3,12,03-12-2023,0.83,2,234,4,
8.43481E+17,Center Square Serenity: 2-Bedroom Elegance,188679144,Elizabeth,F,SIXTH WARD,42.65482755,-73.76352687,Entire home/apt,99,1,2,04-09-2023,0.11,8,361,0,
8.4596E+17,Modern Cottage-Perfect for Groups!,268741708,Antoinette,A,FIRST WARD,42.63504,-73.79833,Entire home/apt,361,2,81,28-08-2024,4.58,1,96,49,
8.46586E+17,Spacious Home Away from Home!,49372011,Phil,L,TWELFTH WARD,42.67336,-73.78619,Entire home/apt,137,3,18,24-08-2024,1.06,2,237,10,
8.4946E+17,Your luxury home away from home,1761578,Grant,F,SIXTH WARD,42.65432,-73.76531,Entire home/apt,270,2,1,18-02-2024,0.15,3,239,1,
8.50173E+17,Stunning Guest Suite in Historic 1874 Row House,120815848,Phat,B,SECOND WARD,42.6446,-73.75885,Private room,95,1,121,01-09-2024,7.01,1,319,83,
8.50654E+17,"Private queen bedroom near hospitals, schools",20536619,Emily,M,THIRTEENTH WARD,42.67177,-73.79464,Private room,65,4,8,01-08-2024,0.6,5,80,5,
8.57982E+17,Updated Historic Brownstone Apt.,60293220,David,C,THIRD WARD,42.65817,-73.74935,Entire home/apt,93,2,16,09-07-2024,1.02,3,355,11,
8.70457E+17,Quiet Room Near Everything,177073982,Cristian,N,FOURTEENTH WARD,42.66128,-73.80548,Private room,55,3,4,02-03-2024,0.35,2,246,4,
8.79055E+17,Hot tub + close to everything!,24423279,Leslie,N,FOURTEENTH WARD,42.66065,-73.80439,Private room,169,7,0,,,1,263,0,
8.80291E+17,Spacious 3BR with 2BA & Laundry,49372011,Phil,K,ELEVENTH WARD,42.67355,-73.78496,Entire home/apt,134,2,24,11-08-2024,1.5,2,92,9,
8.81232E+17,Exposed Brick with Park Views,37769478,Erion,F,SIXTH WARD,42.65379,-73.76901,Entire home/apt,89,1,11,01-09-2024,0.67,10,336,3,
8.8223E+17,Modern / Downtown Albany 1 BR APT,512736975,Miguelino,J,TENTH WARD,42.6599733,-73.7747433,Entire home/apt,80,2,52,07-08-2024,3.27,1,166,41,
8.87168E+17,The Comfort II,459472925,Gabriel,C,THIRD WARD,42.66246,-73.76576,Private room,50,1,21,21-07-2024,1.38,2,358,9,
8.87179E+17,The Comfort,459472925,Gabriel,C,THIRD WARD,42.6628771,-73.7653403,Private room,50,1,21,30-06-2024,1.32,2,361,11,
8.88859E+17,Downtown Albany Apartment: Walkable Location!,121680792,Evolve,C,THIRD WARD,42.65821613,-73.75131671,Entire home/apt,101,2,12,11-08-2024,0.76,6,342,9,
8.98744E+17,"Airy 5Br-2Ba,Kids Rm, 6TVs,Pvt Fence-yard&Parking!",516414095,Rashawn,J,TENTH WARD,42.66087,-73.78655,Entire home/apt,245,2,43,19-08-2024,2.9,1,80,28,
8.99223E+17,Private Room close to Ualbany and state offices,9318285,Mesut,O,FIFTEENTH WARD,42.67579,-73.82485,Private room,65,2,1,26-07-2023,0.07,2,364,0,
9.02166E+17,2 bdrm Modern & Hip Apt w/ Patio,47625981,Linda,G,SEVENTH WARD,42.64787,-73.76707,Entire home/apt,155,1,42,11-08-2024,2.83,16,348,31,
9.02327E+17,"""The LEO Home"" Private Bedroom Four / 1 Full Bath",349460842,Scott,J,TENTH WARD,42.66174,-73.78325,Private room,63,89,0,,,10,297,0,
9.04393E+17,/Luxury Modern Western Hideout\,4259750,Peter,M,THIRTEENTH WARD,42.6652959,-73.7868778,Entire home/apt,166,1,15,19-08-2024,0.99,9,269,11,
9.05007E+17,*The Red House* 4 Bedrooms•Beautifully Renovated,349460842,Scott,J,TENTH WARD,42.66217,-73.78299,Entire home/apt,222,1,41,01-08-2024,2.93,10,348,38,
9.08036E+17,Modern Albany Flat,4763049,Steve,C,THIRD WARD,42.65661,-73.7514,Entire home/apt,,2,10,25-08-2024,0.69,1,0,6,
9.10156E+17,Exclusive | Suite ~ Extended Stay,6203319,Melissa,J,TENTH WARD,42.66292,-73.7909,Private room,,1,1,26-07-2023,0.07,3,0,0,
9.17511E+17,"R&R | Hospitals, Colleges + Politics",6203319,Melissa,J,TENTH WARD,42.66261,-73.79158,Private room,,1,9,01-08-2024,0.63,3,0,5,
9.1764E+17,Everything you need! Modern Gem on New Scotland,471810429,Maria,G,SEVENTH WARD,42.6519373,-73.78593012,Entire home/apt,150,1,103,15-08-2024,7.01,1,309,68,
9.19056E+17,Room for rent,502751555,Grace,E,FIFTH WARD,42.67292,-73.7776,Private room,93,1,0,,,1,364,0,
9.21076E+17,Work hard! Play hard!,521669673,Kody,C,THIRD WARD,42.6586,-73.75743,Entire home/apt,80,14,2,07-09-2023,0.15,4,266,1,
9.22634E+17,Charming 2 bdrm Apt- Home Away from Home,260986425,Connie,I,NINTH WARD,42.65483723,-73.79149619,Entire home/apt,110,3,3,24-05-2024,0.23,1,15,2,
9.28949E+17,Newly Renovated Gem in Melrose - Pet Friendly,441054845,Thaddeus,M,THIRTEENTH WARD,42.67066076,-73.79571205,Entire home/apt,66,1,41,24-08-2024,3.04,2,210,39,
9.32619E+17,Cozy space all on 1 floor close to U Albany,232967878,Diana,M,THIRTEENTH WARD,42.67294335,-73.79225343,Entire home/apt,125,1,26,11-08-2024,1.87,25,358,21,
9.32642E+17,Stylish top floor apt w/parking,232967878,Diana,M,THIRTEENTH WARD,42.67132411,-73.79247187,Entire home/apt,150,1,30,19-08-2024,2.19,25,356,25,
9.34035E+17,7,493882819,Terra,F,SIXTH WARD,42.65654926,-73.77433674,Private room,127,1,5,25-03-2024,0.37,6,354,2,
9.37838E+17,Hudson 2 at The Argus Hotel,526358730,Argus,F,SIXTH WARD,42.6586722,-73.77478693,Private room,184,1,2,31-12-2023,0.16,12,210,1,
9.37838E+17,Hudson 1 at The Argus Hotel,526358730,Argus,K,ELEVENTH WARD,42.6606,-73.77284,Private room,184,1,6,07-07-2024,0.54,12,210,6,
9.37917E+17,Hudson 3 ADA at The Argus Hotel,526358730,Argus,J,TENTH WARD,42.65908259,-73.77455698,Private room,184,1,4,24-10-2023,0.31,12,223,2,
9.37928E+17,Hudson 4 at The Argus Hotel,526358730,Argus,J,TENTH WARD,42.66043,-73.77432,Private room,184,1,0,,,12,201,0,
9.37935E+17,Hudson 5 at The Argus Hotel,526358730,Argus,F,SIXTH WARD,42.65846944,-73.77272373,Private room,184,1,3,07-07-2024,0.28,12,198,3,
9.37944E+17,Whalen Suite at The Argus Hotel,526358730,Argus,F,SIXTH WARD,42.6590802,-73.7732586,Private room,271,1,1,27-12-2023,0.12,12,198,1,
9.3796E+17,Whalen Deluxe at The Argus Hotel,526358730,Argus,J,TENTH WARD,42.66003432,-73.77320092,Private room,,1,0,,,12,206,0,
9.37967E+17,Whalen 3 at The Argus Hotel,526358730,Argus,F,SIXTH WARD,42.65856544,-73.77439829,Private room,,1,0,,,12,216,0,
9.3826E+17,Whalen 4 at The Argus Hotel,526358730,Argus,F,SIXTH WARD,42.65892659,-73.77448007,Private room,,1,0,,,12,214,0,
9.38266E+17,Knickerbocker 1 The Argus Hotel,526358730,Argus,J,TENTH WARD,42.6603672,-73.77326956,Private room,,1,0,,,12,215,0,
9.38272E+17,Knickerbocker 3 The Argus Hotel,526358730,Argus,F,SIXTH WARD,42.65868262,-73.77332643,Private room,,1,0,,,12,252,0,
9.3828E+17,Carriage House The Argus Hotel,526358730,Argus,J,TENTH WARD,42.66036253,-73.77290224,Entire home/apt,364,1,11,18-08-2024,0.84,12,181,9,
9.38421E+17,"The backroom with TV, Queen bed and extra futon",116935236,Fs,K,ELEVENTH WARD,42.6708367,-73.7853116,Private room,55,2,22,17-08-2024,1.62,4,262,18,
9.38432E+17,The little room with TV and twin bed,116935236,Fs,M,THIRTEENTH WARD,42.66973566,-73.78610658,Private room,40,2,23,02-09-2024,1.68,4,300,22,
9.38476E+17,Colorful and eclectic apartment,132766782,Kelly,L,TWELFTH WARD,42.67398204,-73.79126384,Entire home/apt,125,3,5,20-08-2024,1.08,1,268,5,
9.4275E+17,The spacious room w/ dresser/desk,116935236,Fs,K,ELEVENTH WARD,42.67033902,-73.78509801,Private room,55,2,12,25-08-2024,1.53,4,267,12,
9.50211E+17,"Historic, Spacious Mansion Suite",1717342,David,F,SIXTH WARD,42.6541815,-73.7608605,Entire home/apt,126,1,110,02-09-2024,8.59,2,234,106,
9.50614E+17,A beautiful cozy home,529844022,Shirin,A,FIRST WARD,42.63855426,-73.76927029,Entire home/apt,,1,0,,,1,0,0,
9.56423E+17,Comfy 1-Br Near Washington Park,491607190,Abba,J,TENTH WARD,42.66000843,-73.77397296,Entire home/apt,,1,17,13-05-2024,1.33,2,0,13,
9.57914E+17,"2 bedroom+home office, private parking & backyard",217254883,Ermenita,I,NINTH WARD,42.6549886,-73.7939094,Entire home/apt,140,1,79,02-09-2024,6.17,1,308,76,
9.582E+17,Oasis Garden Apt w/Queen Bed,172539578,David Yisrael,O,FIFTEENTH WARD,42.6789628,-73.81724462,Entire home/apt,141,4,11,22-08-2024,1.15,2,158,11,
9.63921E+17,Comfy studio in heart of Albany,189586864,Justin,F,SIXTH WARD,42.65240863,-73.77002141,Entire home/apt,89,1,54,02-09-2024,4.33,1,351,51,
9.66288E+17,"Modern 2-bed Apt / Hospitals, SUNY, State Office",374765317,Tanjin,O,FIFTEENTH WARD,42.67059399,-73.81678288,Entire home/apt,99,3,10,10-08-2024,0.86,1,153,10,
9.69887E+17,"1st Floor Room in grand manor with hot tub, coffee",382970529,Thomas,N,FOURTEENTH WARD,42.66877,-73.79927,Private room,65,1,47,01-09-2024,4.55,12,257,47,
9.77733E+17,Luxury Condo - Balcony - Jacuzzi,440217250,James,C,THIRD WARD,42.6539354,-73.7513252,Entire home/apt,129,180,0,,,1,229,0,
9.80034E+17,Chic Madison Parkview,241123402,JShing,F,SIXTH WARD,42.65312775,-73.76950465,Entire home/apt,125,1,16,11-08-2024,1.46,1,355,16,
9.83307E+17,The House That Pat Built,114183978,Tyrell,E,FIFTH WARD,42.66627901,-73.76511948,Entire home/apt,,2,4,18-04-2024,0.37,1,1,4,
9.84424E+17,The painting house,412416973,Virginia,B,SECOND WARD,42.64709,-73.76033,Entire home/apt,98,1,0,,,1,361,0,
9.8901E+17,Modern 1BR in a great location,75667477,Ahmad,C,THIRD WARD,42.65515516,-73.76052583,Entire home/apt,85,30,4,17-08-2024,0.35,1,240,4,
9.89897E+17,Minutes from hospitals and Universities,109133858,Priscilla,M,THIRTEENTH WARD,42.67159925,-73.79798657,Entire home/apt,218,1,1,18-02-2024,0.15,1,238,1,
9.9212E+17,Two bedroom close to colleges!,152762198,Allen,N,FOURTEENTH WARD,42.67097736,-73.80695226,Entire home/apt,101,3,14,01-08-2024,1.25,9,177,14,
9.93431E+17,Albany 3 Bedroom Apt. Sleeps 6,309980121,Ron,F,SIXTH WARD,42.65623,-73.7641152,Entire home/apt,,14,12,29-02-2024,1.1,1,0,12,
9.99162E+17,"Spacious Apartment Downtown Albany, NY",531209536,Amar,C,THIRD WARD,42.6576159,-73.75115885,Entire home/apt,151,1,20,02-09-2024,1.85,1,57,20,
1.00498E+18,Elegant Albany Retreat | Mins to D/T & UAlbany,31318080,Cindy,H,EIGHTH WARD,42.65549778,-73.81065666,Entire home/apt,187,2,25,24-08-2024,3.71,1,57,25,
1.00531E+18,Lil' Studio on Washington Park,462767507,Joshua,F,SIXTH WARD,42.65483901,-73.76743339,Entire home/apt,83,1,23,25-08-2024,2.16,3,332,23,
1.00598E+18,Massive 4BD/3BA 2-Fl Townhouse Apt Downtown Albany,44434571,Earl,B,SECOND WARD,42.6453489,-73.7536465,Entire home/apt,212,1,34,16-08-2024,3.26,7,350,34,
1.00735E+18,Top floor w/off street parking,232967878,Diana,J,TENTH WARD,42.66136555,-73.78482313,Entire home/apt,189,1,27,10-08-2024,2.65,25,266,27,
1.01076E+18,Cozy 3rd Floor Room in Historic Manor Retreat,382970529,Thomas,M,THIRTEENTH WARD,42.67002776,-73.79770542,Private room,60,1,42,06-08-2024,4.09,12,239,42,
1.01076E+18,Cozy 3rd Floor Room in Historic Manor Retreat,382970529,Thomas,M,THIRTEENTH WARD,42.66970961,-73.79754999,Private room,60,1,40,27-08-2024,3.92,12,233,40,
1.01366E+18,Cozy 2nd Floor Room in Historic Manor Retreat,382970529,Thomas,N,FOURTEENTH WARD,42.66873117,-73.79930289,Private room,65,1,18,18-08-2024,1.77,12,169,18,
1.01474E+18,Newly Renovated Modern Look Historical Building,51050977,Manny,I,NINTH WARD,42.6572643,-73.7769051,Entire home/apt,63,5,1,29-06-2024,0.43,1,8,1,
1.01487E+18,Mini Mansion,509662927,Sergio,H,EIGHTH WARD,42.64549439,-73.83282736,Entire home/apt,423,1,38,25-08-2024,3.81,1,307,38,
1.01539E+18,纽约州首府的温馨小屋,182509542,Yan,I,NINTH WARD,42.6558992,-73.7965699,Private room,24,1,0,,,1,83,0,
1.01605E+18,Heart of Albany - Downtown Near Everything,42708277,Rodney,F,SIXTH WARD,42.6553868,-73.76416369,Entire home/apt,101,1,21,10-08-2024,2.06,6,113,21,
1.0183E+18,Spacious 2nd Floor Room in Historic Manor Retreat,382970529,Thomas,M,THIRTEENTH WARD,42.6699609,-73.79815654,Private room,65,1,51,25-08-2024,5.12,12,252,51,
1.01897E+18,1 Comfy Bedroom Across the Park,37769478,Erion,F,SIXTH WARD,42.6535,-73.77046,Entire home/apt,73,1,40,21-07-2024,4.11,10,347,40,
1.02052E+18,Downtown Studio,233515764,Etem,B,SECOND WARD,42.6471388,-73.75466082,Entire home/apt,77,1,75,02-09-2024,8.21,4,66,75,
1.02099E+18,*N E W* Spacious Prime DT 1 Bedroom Apt w GYM,47625981,Linda,C,THIRD WARD,42.65859809,-73.76420636,Entire home/apt,120,1,9,02-08-2024,0.95,16,261,9,
1.02101E+18,*N E W* Modern 1 Bedroom RARE Apt w GYM,47625981,Linda,C,THIRD WARD,42.659707,-73.76382105,Entire home/apt,122,1,20,15-08-2024,2.16,16,254,20,
1.02305E+18,Great home in Albany,496990578,Brian,K,ELEVENTH WARD,42.66838,-73.77868,Entire home/apt,115,2,46,31-08-2024,4.96,1,65,46,
1.02853E+18,The Emerald Escape | Two Bed Apartment,462767507,Joshua,F,SIXTH WARD,42.65487398,-73.76519869,Entire home/apt,165,3,9,27-04-2024,0.94,3,205,9,
1.03472E+18,"*Huge, bright, private 2Bedroom*",130404008,Michael,C,THIRD WARD,42.6571053,-73.75132909,Entire home/apt,87,14,1,31-07-2024,0.81,1,32,1,
1.04012E+18,Good Vibes Only,519143007,Philip,K,ELEVENTH WARD,42.67368029,-73.78413108,Entire home/apt,62,1,49,25-08-2024,5.59,1,162,49,
1.04062E+18,Safe - Sweet -Serene - Long Term,42708277,Rodney,F,SIXTH WARD,42.65446888,-73.76077862,Entire home/apt,103,1,30,12-08-2024,3.61,6,153,30,
1.04119E+18,"Great Value for Groups!  5 Beds!  W/D, & Driveway!",65282034,Michael,J,TENTH WARD,42.66106893,-73.7897306,Entire home/apt,118,2,22,23-08-2024,2.48,1,26,22,
1.04357E+18,2 bed room Apartment,212885959,Osas,B,SECOND WARD,42.63975708,-73.75705214,Entire home/apt,110,1,13,28-08-2024,1.88,1,245,13,
1.0437E+18,Charming 1920s house sleeps 6-7,30218591,Rebecca,O,FIFTEENTH WARD,42.6743202,-73.81555184,Entire home/apt,1750,2,0,,,1,114,0,
1.04646E+18,Spacious & Comfortable Bedroom,192312997,Natasha,K,ELEVENTH WARD,42.67169076,-73.78828314,Private room,85,1,5,29-06-2024,1.56,1,269,5,
1.05154E+18,Renovated Cozy 1920’s Apartment,31994990,G.G.,G,SEVENTH WARD,42.64478211,-73.77639568,Entire home/apt,53,28,0,,,2,151,0,
1.05238E+18,Charming Bungalow in Albany!,52464523,Dashima,A,FIRST WARD,42.64081288,-73.77462753,Entire home/apt,120,30,4,30-06-2024,0.48,1,149,4,
1.05607E+18,two private bedrooms near hospitals & schools,20536619,Emily,M,THIRTEENTH WARD,42.67140385,-73.79431184,Private room,102,3,1,22-08-2024,1,5,61,1,
1.05647E+18,"Bonjour, Bienvenue A Chez Pierre",553112010,Linda,L,TWELFTH WARD,42.71489626,-73.87648859,Private room,103,2,0,,,1,268,0,
1.05793E+18,Apt,217818949,Nickolas,D,FOURTH WARD,42.6631159,-73.73810329,Shared room,105,1,1,05-02-2024,0.14,1,269,1,
1.06181E+18,Massive 5BD/4BA 3-Story Duplex @ Downtown Albany,44434571,Earl,B,SECOND WARD,42.64418,-73.75316,Entire home/apt,356,1,10,25-08-2024,1.53,7,276,10,
1.06253E+18,private twin room prime location,20536619,Emily,M,THIRTEENTH WARD,42.67096068,-73.79513938,Private room,59,4,6,29-08-2024,0.83,5,61,6,
1.07278E+18,The Bluebird’s Nest,426223840,Antonio,K,ELEVENTH WARD,42.66391566,-73.77786946,Entire home/apt,91,1,32,12-08-2024,4.47,1,151,32,
1.07318E+18,In the heart of Albany,31994990,G.G.,G,SEVENTH WARD,42.64472876,-73.77641183,Entire home/apt,53,20,1,04-08-2024,0.91,2,271,1,
1.07544E+18,The Tangerine Door,542733174,Rebecca,L,TWELFTH WARD,42.67908162,-73.79504903,Entire home/apt,139,2,13,17-08-2024,1.81,1,84,13,
1.07974E+18,Lark St Oasis: Parking & Laundry,119340359,Lori,F,SIXTH WARD,42.65607074,-73.76345323,Entire home/apt,137,28,6,10-03-2024,0.9,2,92,6,
1.09078E+18,Newly renovated cozy apartment !,521669673,Kody,C,THIRD WARD,42.65975214,-73.76311389,Entire home/apt,68,14,0,,,4,268,0,
1.0908E+18,Work hard and relax !,521669673,Kody,C,THIRD WARD,42.65874241,-73.76302093,Entire home/apt,68,14,0,,,4,268,0,
1.09142E+18,2 bed with parking off Madison,232967878,Diana,J,TENTH WARD,42.65988162,-73.78485791,Entire home/apt,105,2,11,12-08-2024,2.01,25,58,11,
1.0915E+18,Triplex oasis w:parking near MVP,232967878,Diana,B,SECOND WARD,42.6432406,-73.75805243,Entire home/apt,87,2,27,21-08-2024,4.26,25,73,27,
1.0972E+18,Entire Apartment in Albany NY (1 bedroom).,360806709,Gloria,G,SEVENTH WARD,42.64148496,-73.77925047,Entire home/apt,80,1,7,02-09-2024,6.56,1,141,7,
1.098E+18,New Center square studio,232967878,Diana,F,SIXTH WARD,42.65268877,-73.76567402,Entire home/apt,92,2,21,20-08-2024,3.5,25,52,21,
1.10088E+18,"Homey, Quiet 2BR W/ Washer Dryer",152762198,Allen,N,FOURTEENTH WARD,42.6700796,-73.80691103,Entire home/apt,100,3,10,26-08-2024,2.07,9,167,10,
1.10298E+18,Lovely 1 bedroom across the Park,37769478,Erion,F,SIXTH WARD,42.65288614,-73.76834284,Entire home/apt,77,1,29,01-09-2024,4.83,10,174,29,
1.10498E+18,Sunny 2nd Floor Room in Historic Manor Retreat,382970529,Thomas,M,THIRTEENTH WARD,42.66943099,-73.79881962,Private room,65,1,43,24-08-2024,7.05,12,182,43,
1.1053E+18,Downtown Brownstone with a View!,14817455,Matt,C,THIRD WARD,42.65749261,-73.75262964,Entire home/apt,140,7,0,,,1,248,0,
1.10806E+18,downtown,539608284,Joyhefsiba,C,THIRD WARD,42.66141062,-73.76361116,Private room,70,1,0,,,1,364,0,
1.11122E+18,Historical Pastures,418250661,Stephanie,C,THIRD WARD,42.6564469,-73.7507251,Entire home/apt,116,3,5,12-05-2024,0.9,1,263,5,
1.11408E+18,Apartment in the heart of Albany near Hospitals,32379616,Fabiola,C,THIRD WARD,42.66448731,-73.76899562,Entire home/apt,67,28,0,,,3,253,0,
1.11969E+18,Serene 1BR Escape: Walk to Eateries & Parks in ALB,472965048,Matt,F,SIXTH WARD,42.65347719,-73.76369544,Entire home/apt,95,1,3,03-06-2024,0.59,2,177,3,
1.11984E+18,1 bed 1 bath Apartment,477328400,Tyler,G,SEVENTH WARD,42.64885,-73.76523,Entire home/apt,96,1,30,18-08-2024,7.2,1,77,30,
1.12021E+18,"Walkable 1BR Apt w| Fire Pit, Near Empire Plaza!",472965048,Matt,F,SIXTH WARD,42.6519411,-73.76525909,Entire home/apt,92,1,14,27-08-2024,2.64,2,177,14,
1.1217E+18,Cozy apartment in Albany,1761578,Grant,F,SIXTH WARD,42.65314409,-73.76545807,Entire home/apt,100,2,3,31-07-2024,0.6,3,182,3,
1.12323E+18,"Modern home, King Bed, parking",10279606,Nori,O,FIFTEENTH WARD,42.66901217,-73.82402339,Entire home/apt,130,1,14,18-08-2024,2.98,2,245,14,
1.12456E+18,Charming 1BR Near Capitol-Dwntwn,46312980,Robert,B,SECOND WARD,42.646032,-73.760482,Entire home/apt,85,3,2,17-08-2024,0.63,2,167,2,
1.12463E+18,Modern Duplex - Historical Home,46312980,Robert,B,SECOND WARD,42.646032,-73.760482,Entire home/apt,110,3,3,10-08-2024,0.63,2,169,3,
1.12833E+18,Downtown Albany Vacation Rental - Chic & Walkable!,121680792,Evolve,C,THIRD WARD,42.65693547,-73.75448566,Entire home/apt,,2,3,28-07-2024,1.01,6,0,3,
1.12839E+18,Welcome home travelers,502037254,Andrew,G,SEVENTH WARD,42.64893023,-73.76885853,Entire home/apt,85,25,2,03-08-2024,0.86,3,61,2,
1.12901E+18,Walk to Albany Med & Restaurants,30883612,Mary,I,NINTH WARD,42.65445038,-73.78924226,Entire home/apt,125,30,0,,,2,269,0,
1.13126E+18,"Modern 2 BR near Hospitals, Colleges, Airport",440509865,John,O,FIFTEENTH WARD,42.6748535,-73.81692445,Entire home/apt,180,1,7,25-08-2024,7,1,344,7,
1.13494E+18,Calling all travelers,521669673,Kody,C,THIRD WARD,42.65909028,-73.75690831,Entire home/apt,85,14,1,03-05-2024,0.24,4,202,1,
1.13581E+18,Cozy Bedrooms in Albany,522436003,Adriana,M,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,75,7,0,,,3,142,0,
1.13643E+18,"""The LEO Home"" Private Bedroom One / 1 Full Bath",349460842,Scott,M,THIRTEENTH WARD,42.66367775,-73.78128135,Private room,50,60,0,,,10,307,0,
1.13899E+18,Funky space close to MVP center,232967878,Diana,B,SECOND WARD,42.64478768,-73.75652666,Entire home/apt,110,2,5,21-08-2024,1.14,25,0,5,
1.14153E+18,North Allen,522436003,Adriana,M,THIRTEENTH WARD,42.6689614,-73.7890379,Private room,,7,0,,,3,245,0,
1.14283E+18,Safe Comfy Cozy 2 bedrooms.,574235481,Lavern,A,FIRST WARD,42.64093633,-73.7767026,Entire home/apt,,2,4,06-07-2024,0.97,1,0,4,
1.14283E+18,Great area-Patio-Off Street Parking-Quiet,129023424,Riccardo,M,THIRTEENTH WARD,42.67105173,-73.79950114,Entire home/apt,119,4,4,09-06-2024,1.18,1,217,4,
1.14624E+18,Larson Green,233515764,Etem,F,SIXTH WARD,42.6524924,-73.7674361,Entire home/apt,99,1,20,25-08-2024,4.92,4,57,20,
1.14635E+18,491 Washington Ave FL1Rare,575030103,Rehan,K,ELEVENTH WARD,42.66259,-73.7733,Private room,55,2,8,28-08-2024,2,2,248,8,
1.14709E+18,Larson Blue,233515764,Etem,F,SIXTH WARD,42.65273562,-73.767787,Entire home/apt,95,1,31,02-09-2024,7.38,4,75,31,
1.15061E+18,Albany historic Washington Park,576083630,Joseph,F,SIXTH WARD,42.6586049,-73.7680329,Entire home/apt,118,2,6,18-08-2024,1.57,1,82,6,
1.15806E+18,"""The Gorgeous Allen Home"" Private Bedroom/1.5 Bath",349460842,Scott,J,TENTH WARD,42.66428,-73.79249,Private room,56,60,0,,,10,269,0,
1.15824E+18,Funky loft studio,502037254,Andrew,C,THIRD WARD,42.65844515,-73.75925922,Entire home/apt,68,30,0,,,3,136,0,
1.1604E+18,Room in Albany near Hospitals,32379616,Fabiola,J,TENTH WARD,42.6605291,-73.7831549,Private room,45,15,0,,,3,269,0,
1.16465E+18,*New* Cozy Apt Bright + Modern W/D,47625981,Linda,G,SEVENTH WARD,42.64727113,-73.76757791,Entire home/apt,119,1,3,29-07-2024,1.32,16,358,3,
1.16951E+18,/A luxuryhome Near NYSCapital sleeps 10+W/D Grill\,580892646,Crystal,B,SECOND WARD,42.64443759,-73.75686069,Entire home/apt,282,2,2,11-08-2024,1.22,3,172,2,
1.17038E+18,/An Oasis 8 ppl Yard Grill W/D\,580892646,Crystal,B,SECOND WARD,42.64349359,-73.7590572,Entire home/apt,219,2,2,31-07-2024,0.9,3,170,2,
